"Country","Age Group","Gender","Location","Ebola measure","Case definition","Ebola data source","Epi week","Indicator type","Data package ID","Data as of","Display Value","Numeric","Low","High","Comments"
"Sierra Leone","","","KOINADUGU","Number of cases","Probable","Situation report","09 to 15 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Patient database","08 to 14 September 2014","New","Data package 2015-04-01","","8","8.00000","","",""
"Sierra Leone","","","KENEMA","Number of cases","Confirmed","Situation report","09 to 15 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","BOMBALI","Number of cases","Probable","Patient database","23 to 29 June 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Probable","Patient database","03 to 09 November 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Probable","Situation report","21 to 27 April 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","MOYAMBA","Number of cases","Probable","Patient database","21 to 27 April 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KONO","Number of cases","Probable","Situation report","23 February to 01 March 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","FREETOWN","Number of cases","Probable","Situation report","09 to 15 June 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Patient database","05 to 11 May 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Probable","Situation report","24 to 30 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Patient database","28 April to 04 May 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KONO","Number of cases","Probable","Patient database","31 March to 06 April 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KOINADUGU","Number of cases","Probable","Patient database","09 to 15 March 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","MOYAMBA","Number of cases","Probable","Situation report","28 April to 04 May 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAILAHUN","Number of cases","Probable","Patient database","02 to 08 June 2014","New","Data package 2015-04-01","","4","4.00000","","",""
"Sierra Leone","","","PORT LOKO","Number of cases","Confirmed","Patient database","02 to 08 March 2015","New","Data package 2015-04-01","","9","9.00000","","",""
"Sierra Leone","","","KOINADUGU","Number of cases","Confirmed","Situation report","18 to 24 August 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","26 January to 01 February 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAILAHUN","Number of cases","Confirmed","Situation report","22 to 28 September 2014","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","BOMBALI","Number of cases","Probable","Patient database","23 to 29 March 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BOMBALI","Number of cases","Probable","Situation report","25 to 31 August 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Probable","Situation report","02 to 08 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Patient database","06 to 12 October 2014","New","Data package 2015-04-01","","6","6.00000","","",""
"Sierra Leone","","","KOINADUGU","Number of cases","Confirmed","Patient database","09 to 15 February 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Probable","Patient database","12 to 18 January 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BONTHE","Number of cases","Probable","Situation report","09 to 15 March 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","08 to 14 September 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Confirmed","Patient database","01 to 07 September 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","12 to 18 January 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Situation report","16 to 22 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","BONTHE","Number of cases","Probable","Situation report","27 October to 02 November 2014","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","FREETOWN","Number of cases","Probable","Patient database","06 to 12 October 2014","New","Data package 2015-04-01","","2","2.00000","","",""
"Sierra Leone","","","MOYAMBA","Number of cases","Probable","Patient database","16 to 22 February 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","","Number of cases","Confirmed","Situation report","28 July to 03 August 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BONTHE","Number of cases","Confirmed","Situation report","17 to 23 November 2014","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Confirmed","Situation report","09 to 15 February 2015","New","Data package 2015-04-01","","7","7.00000","","",""
"Sierra Leone","","","KAILAHUN","Number of cases","Probable","Patient database","21 to 27 April 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Patient database","14 to 20 July 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Situation report","16 to 22 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","BO","Number of cases","Confirmed","Situation report","02 to 08 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Confirmed","Patient database","27 January to 02 February 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KOINADUGU","Number of cases","Probable","Situation report","03 to 09 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Probable","Situation report","24 February to 02 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Patient database","29 September to 05 October 2014","New","Data package 2015-04-01","","10","10.00000","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Probable","Patient database","03 to 09 February 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BONTHE","Number of cases","Probable","Situation report","09 to 15 February 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","BONTHE","Number of cases","Confirmed","Patient database","12 to 18 January 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BOMBALI","Number of cases","Confirmed","Situation report","01 to 07 September 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","WESTERN RURAL","Number of cases","Confirmed","Patient database","06 to 12 October 2014","New","Data package 2015-04-01","","53","53.00000","","",""
"Sierra Leone","","","BOMBALI","Number of cases","Probable","Patient database","10 to 16 February 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KENEMA","Number of cases","Confirmed","Situation report","12 to 18 January 2015","New","Data package 2015-04-01","","1","1.00000","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Probable","Situation report","24 to 30 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KOINADUGU","Number of cases","Probable","Situation report","16 to 22 June 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BONTHE","Number of cases","Probable","Patient database","22 to 28 December 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","TONKOLILI","Number of cases","Probable","Situation report","01 to 07 September 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","WESTERN RURAL","Number of cases","Confirmed","Situation report","30 December 2013 to 05 January 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Confirmed","Situation report","17 to 23 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAMBIA","Number of cases","Probable","Situation report","18 to 24 August 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","14 to 20 July 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","FREETOWN","Number of cases","Confirmed","Situation report","03 to 09 March 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Patient database","13 to 19 January 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KAILAHUN","Number of cases","Probable","Patient database","11 to 17 August 2014","New","Data package 2015-04-01","","3","3.00000","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Situation report","11 to 17 August 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","KENEMA","Number of cases","Confirmed","Patient database","27 October to 02 November 2014","New","Data package 2015-04-01","","12","12.00000","","",""
"Sierra Leone","","","KENEMA","Number of cases","Confirmed","Patient database","09 to 15 March 2015","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","PUJEHUN","Number of cases","Confirmed","Patient database","07 to 13 April 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","","Number of cases","Confirmed","Situation report","26 January to 01 February 2015","New","Data package 2015-04-01","","80","80.00000","","",""
"Sierra Leone","","","BONTHE","Number of cases","Confirmed","Patient database","05 to 11 May 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","WESTERN RURAL","Number of cases","Probable","Situation report","08 to 14 December 2014","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","WESTERN RURAL","Number of cases","Probable","Situation report","02 to 08 March 2015","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Patient database","12 to 18 May 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","WESTERN RURAL","Number of cases","Confirmed","Patient database","26 January to 01 February 2015","New","Data package 2015-04-01","","5","5.00000","","",""
"Sierra Leone","","","MOYAMBA","Number of cases","Confirmed","Situation report","27 October to 02 November 2014","New","Data package 2015-04-01","","3","3.00000","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Patient database","20 to 26 October 2014","New","Data package 2015-04-01","","4","4.00000","","",""
"Sierra Leone","","","KONO","Number of cases","Confirmed","Situation report","23 to 29 June 2014","New","Data package 2015-04-01","","","","","",""
"Sierra Leone","","","BO","Number of cases","Probable","Situation report","29 September to 05 October 2014","New","Data package 2015-04-01","","0","0.00000","","",""
"Sierra Leone","","","KONO","Number of cases","Probable","Patient database","01 to 07 December 2014","New","Data package 2015-04-01","","11","11.00000","","",""
